Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude,Period Start,Period End,Possible Impacts,Cumulative Impact Probability,Asteroid Velocity,Asteroid Diameter (km),Cumulative Palermo Scale,Maximum Palermo Scale,Maximum Torino Scale
2008 KO,Apollo Asteroid,54615,2.1366,0.735,14.6538,269.8598,73.3244,344.1649,0.5661,3.71,3.12,0.0006,9,24.4,2049,2052,2,1.4E-06,23.49,0.045,-5.09,-5.38,0
2009 WJ6,Apollo Asteroid,57800,1.7674,0.6332,5.043,263.0337,238.7094,9.7965,0.6483,2.89,2.35,0.0006,7,27.6,2049,2056,2,1.8E-08,18.16,0.01,-8.67,-8.7,0
2008 UB7,Apollo Asteroid,57800,1.2347,0.5929,2.018,287.727,219.5254,336.0297,0.5026,1.97,1.37,0.0008,12,23.9,2049,2100,33,6.6E-05,18.47,0.057,-3.45,-3.76,0
2014 AG51,Apollo Asteroid,57800,1.8763,0.5904,0.0908,261.2197,141.7277,91.2948,0.7685,2.98,2.57,0.0004,3,30,2049,2110,9,1.8E-06,14.82,0.003,-8.06,-8.09,0
2013 HT150,Apollo Asteroid,56400,1.5798,0.5446,2.8302,75.3035,27.7357,40.4589,0.7194,2.44,1.99,0.0021,4,25.4,2049,2113,75,1.6E-05,14.34,0.028,-5.08,-5.62,0
2010 JL88,Apollo Asteroid,57800,1.423,0.5031,0.0921,51.6376,268.5579,321.3506,0.707,2.14,1.7,0.0009,6,26.8,2049,2115,87,5.5E-05,14.87,0.015,-5.18,-5.76,0
2008 LD,Aten Asteroid,57800,0.8921,0.1546,6.5415,201.4323,250.859,274.4866,0.7541,1.03,0.84,0.003,9,28.9,2049,2115,59,8.9E-05,4.13,0.006,-6.33,-7.17,0
2013 UR1,Apollo Asteroid,57800,2.2335,0.7273,2.7035,272.3483,29.8261,11.6331,0.609,3.86,3.34,0.0018,6,27.8,2050,2050,1,1.7E-06,21.69,0.009,-6.67,-6.67,0
2010 DG1,Apollo Asteroid,55246,1.945,0.6553,1.5257,105.3536,314.3798,21.3412,0.6705,3.22,2.71,0.002,8,24.4,2050,2050,1,1.4E-08,17.96,0.044,-7.23,-7.23,0
2013 RR43,Apollo Asteroid,57800,1.7581,0.6387,2.009,93.196,165.1733,192.3408,0.6351,2.88,2.33,0.0001,7,25.4,2050,2057,2,1.4E-07,18.99,0.028,-6.7,-6.79,0
2015 EO,Apollo Asteroid,57800,1.3001,0.4623,4.513,271.0944,349.8078,71.0068,0.6991,1.9,1.48,0.0013,7,26.6,2050,2077,6,7.1E-06,14.25,0.016,-5.9,-6.13,0
2008 YC29,Aten Asteroid,54830,0.8657,0.3893,3.286,138.0225,94.3207,266.8911,0.5286,1.2,0.81,0.0073,6,25.4,2050,2114,28,5.4E-07,10.79,0.028,-6.78,-7.04,0
2011 BL45,Apollo Asteroid,57800,1.0378,0.021,3.0499,155.3273,134.7799,100.5972,1.016,1.06,1.06,0.0044,10,27.2,2050,2115,51,0.0005,1.68,0.013,-4.7,-4.85,0
2015 XR169,Apollo Asteroid,57800,1.216,0.3468,0.043,251.3818,264.9834,276.2613,0.7944,1.64,1.34,0.0001,6,28.8,2050,2115,122,0.00036,9.54,0.006,-5.32,-5.62,0
2006 BC8,Apollo Asteroid,57800,1.2273,0.4318,6.896,91.1787,303.3429,91.8809,0.6973,1.76,1.36,0.0015,16,25.1,2050,2115,24,4.7E-06,13.18,0.032,-5.56,-6.17,0
2011 EC,Apollo Asteroid,57800,1.5056,0.3642,1.081,33.4283,167.6199,63.9759,0.9573,2.05,1.85,0.001,8,25.6,2051,2051,1,8.9E-08,6.83,0.026,-7.34,-7.34,0
2010 QG2,Apollo Asteroid,57800,1.6651,0.5154,4.7032,64.554,342.8807,340.0051,0.8069,2.52,2.15,0.0013,9,24.2,2051,2064,5,2.1E-06,12.88,0.048,-5.15,-5.2,0
2012 LJ,Apollo Asteroid,57800,2.3228,0.699,0.6871,96.3028,239.125,103.5598,0.6992,3.95,3.54,0.0021,5,25.6,2051,2072,2,3.5E-06,18.69,0.026,-5.57,-5.6,0
1994 GK,Apollo Asteroid,49451,1.9412,0.6019,5.6387,111.5092,15.3924,17.411,0.7728,3.11,2.7,0.003,11,24.2,2051,2073,6,4.8E-05,14.87,0.048,-3.82,-3.83,0
2011 BG10,Apollo Asteroid,55587,2.5015,0.6204,3.3779,37.8684,125.4753,352.6696,0.9496,4.05,3.96,0.012,10,26.3,2051,2074,4,2.2E-06,12.29,0.019,-6.13,-6.39,0
2016 RD34,Apollo Asteroid,57800,1.046,0.0348,1.9584,11.0379,349.618,134.7346,1.0096,1.08,1.07,0.0048,19,27.5,2051,2093,25,0.0019,1.14,0.011,-4.17,-4.51,0
2011 SE58,Apollo Asteroid,57800,1.8946,0.611,1.2104,70.5007,5.6539,7.1809,0.7369,3.05,2.61,0.0007,6,27.6,2052,2055,2,2.3E-08,15.68,0.01,-8.68,-8.8,0
2015 GB1,Apollo Asteroid,57800,1.7534,0.4382,2.4161,200.3849,27.6326,277.5533,0.9851,2.52,2.32,0.0001,5,26.6,2052,2090,4,3.1E-07,7.29,0.016,-7.42,-7.81,0
2011 BT59,Apollo Asteroid (Hazard),55592,2.4959,0.9485,3.5799,303.0664,38.9087,15.9717,0.1286,4.86,3.94,0.0206,7,20.8,2052,2091,3,1.1E-07,37.84,0.24,-4.21,-4.22,0
2008 YO2,Apollo Asteroid,54822,1.665,0.5877,1.4194,78.1522,92.7964,336.7566,0.6864,2.64,2.15,0.0005,6,25.2,2052,2114,46,5.5E-06,16.48,0.031,-5.36,-5.9,0
2014 GQ17,Aten Asteroid,57800,0.8541,0.2467,0.0914,330.8857,78.9835,354.5485,0.6434,1.06,0.79,0.0001,14,27.1,2052,2115,83,5.6E-05,5.42,0.013,-5.55,-6.65,0
2005 VP,Apollo Asteroid,53678,2.3584,0.5931,5.506,134.0122,222.9605,9.9644,0.9597,3.76,3.62,0.03,5,25.5,2053,2094,12,9.3E-08,12.86,0.027,-7.15,-7.56,0
2002 RB182,Apollo Asteroid,52532,2.5026,0.6439,0.2259,254.2251,165.4766,347.0974,0.8912,4.11,3.96,0.002,8,22.8,2053,2110,9,8.8E-07,14.75,0.092,-5.19,-5.23,0
2015 WN1,Apollo Asteroid,57800,1.4053,0.3699,0.5025,124.8946,231.9696,296.8854,0.8854,1.93,1.67,0.0004,7,26.5,2053,2114,74,0.00012,8.88,0.017,-4.9,-5.68,0
2007 DS7,Apollo Asteroid,57800,1.1804,0.3999,8.4495,270.7746,148.4194,331.1184,0.7083,1.65,1.28,0.0007,9,25.8,2053,2114,19,1.9E-05,12.39,0.023,-5.27,-5.52,0
2011 FQ6,Aten Asteroid,57800,0.98,0.3516,5.1491,246.2965,183.1795,103.5175,0.6355,1.32,0.97,0.0008,6,27.7,2053,2115,28,4.8E-05,10.5,0.01,-5.8,-5.97,0
2012 HG2,Apollo Asteroid,57800,1.189,0.1817,0.1114,26.3496,143.4077,288.3549,0.973,1.41,1.3,0.0001,30,27,2053,2116,318,0.002,3.32,0.014,-3.94,-4.37,0
2012 ES10,Apollo Asteroid,56006,1.887,0.7573,6.8184,72.9287,346.5729,25.0128,0.458,3.32,2.59,0.0054,8,23.7,2054,2064,7,1.4E-06,24.36,0.061,-4.81,-5.13,0
2016 GS134,Apollo Asteroid,57800,1.8685,0.5315,0.0902,96.8419,44.6693,138.03,0.8754,2.86,2.55,0.0009,8,27.9,2054,2070,2,3.6E-07,11.02,0.009,-7.84,-8.01,0
1996 TC1,Apollo Asteroid,50363,1.8625,0.7191,14.5111,258.8063,5.0126,22.9594,0.5231,3.2,2.54,0.0123,11,23.9,2054,2072,4,1.2E-06,24.01,0.055,-5.08,-5.11,0
2005 TK50,Apollo Asteroid,53652,2.2046,0.68,6.0727,74.4868,16.4335,346.3478,0.7054,3.7,3.27,0.0008,7,28.9,2054,2106,2,1.5E-07,20.62,0.006,-8.66,-8.68,0
2016 BA15,Apollo Asteroid,57800,1.5431,0.5505,1.443,96.8526,115.1249,170.5544,0.6937,2.39,1.92,0.0003,4,26.8,2054,2108,14,1.7E-05,15.88,0.015,-5.46,-5.57,0
2011 EM40,Apollo Asteroid,57800,1.1503,0.3713,0.5561,262.8421,174.1528,343.5268,0.7232,1.58,1.23,0.0012,7,28,2054,2113,16,1.3E-06,10.69,0.009,-7.44,-8.01,0
2013 XT23,Amor Asteroid,56638,2.1631,0.4996,1.7958,179.5616,245.8543,5.1968,1.0824,3.24,3.18,0.0956,3,24.7,2055,2069,2,1E-09,8.42,0.039,-8.88,-8.94,0
2011 TO,Aten Asteroid,57800,0.926,0.2798,2.2322,57.2541,185.4294,108.2889,0.6669,1.19,0.89,0.0006,6,26.3,2055,2076,5,9.3E-06,8.55,0.019,-5.73,-5.74,0
2014 HS197,Apollo Asteroid,56772,2.3468,0.6817,6.7014,288.4629,212.8785,12.9688,0.7471,3.95,3.6,0.0062,5,29.4,2055,2100,9,3.4E-07,16.97,0.004,-8.38,-8.49,0
2007 HB15,Apollo Asteroid,57800,1.2561,0.2562,1.1107,226.1865,37.3056,329.5973,0.9343,1.58,1.41,0.0011,8,27.8,2055,2112,33,0.00015,6.35,0.01,-5.27,-5.35,0
2009 BF58,Apollo Asteroid,57800,1.5122,0.3774,0.984,145.0306,303.3063,135.9568,0.9414,2.08,1.86,0.0007,13,27.2,2055,2115,27,5.4E-05,6.68,0.012,-5.67,-6.07,0
2014 LJ,Apollo Asteroid,57800,1.0785,0.1389,1.0529,91.856,78.1644,216.5307,0.9288,1.23,1.12,0.0054,8,28.5,2055,2115,39,1.5E-05,3.61,0.007,-6.9,-7.82,0
2016 NL39,Apollo Asteroid,57800,1.3422,0.247,0.79,341.8384,281.7659,154.4819,1.0107,1.67,1.56,0.0012,19,27.6,2055,2116,85,0.00044,3.93,0.01,-4.92,-5.48,0
2011 XC2,Apollo Asteroid,57800,1.9977,0.5807,28.7828,306.6121,70.6622,316.3634,0.8376,3.16,2.82,0.0014,13,23,2056,2056,1,2.5E-06,20.75,0.085,-4.3,-4.3,0
1999 RZ31,Amor Asteroid,51434,2.5861,0.6017,2.9697,180.0476,163.3132,1.6549,1.0301,4.14,4.16,0.0218,10,23.8,2056,2056,2,1.2E-06,8.2,0.059,-5.35,-5.42,0
2016 CD30,Apollo Asteroid,57427,1.7695,0.4967,5.8577,313.9118,131.924,17.4761,0.8906,2.65,2.35,0.0022,7,27.7,2056,2070,7,5.3E-05,10.53,0.01,-5.62,-5.66,0
2016 EV84,Aten Asteroid,57800,0.8658,0.1781,13.5867,16.0994,351.3659,214.6034,0.7116,1.02,0.81,0.0174,10,26.8,2056,2080,3,2.4E-06,7.41,0.015,-6.69,-6.77,0
2007 XZ9,Apollo Asteroid,54442,2.0429,0.5866,3.0366,125.8557,247.9898,14.9355,0.8445,3.24,2.92,0.0016,10,24.8,2056,2089,3,1.1E-06,13.01,0.037,-5.89,-5.94,0
2011 SO189,Apollo Asteroid,57800,1.9976,0.5662,4.4487,306.9234,2.2932,341.6353,0.8666,3.13,2.82,0.0024,8,26.5,2056,2090,12,0.0001,12.98,0.017,-4.74,-5.15,0
1979 XB,Apollo Asteroid (Hazard),44221,2.1932,0.7034,24.5959,75.6421,86.0658,345.9456,0.6506,3.74,3.25,0.0237,11,18.6,2056,2113,5,9.9E-07,23.63,0.657,-2.75,-3.07,0
2013 PG10,Apollo Asteroid,57800,1.0783,0.2267,0.1071,210.6864,3.8759,127.883,0.8338,1.32,1.12,0.0014,8,27.7,2056,2113,7,8.3E-06,6.87,0.01,-6.56,-6.66,0
2012 EP10,Apollo Asteroid,57800,1.0503,0.116,1.0329,105.7733,348.0219,274.9137,0.9285,1.17,1.08,0.0023,8,29.2,2056,2115,39,9.5E-05,2.78,0.005,-6.45,-6.7,0
2011 UL169,Apollo Asteroid,57800,1.4602,0.3775,6.8105,132.8928,212.3428,24.4442,0.9089,2.01,1.76,0.0013,5,28.3,2057,2073,6,1.4E-05,9.35,0.007,-6.45,-6.51,0
2017 BY93,Apollo Asteroid,57784,1.3076,0.5873,4.3624,102.766,156.0086,309.3663,0.5396,2.08,1.5,0.0006,4,23.1,2057,2079,6,3.4E-06,19.03,0.08,-4.29,-4.34,0
2015 BE511,Apollo Asteroid,57800,2.6017,0.6309,0.3629,332.7602,126.2177,181.6765,0.9603,4.24,4.2,0.0007,3,28.7,2057,2103,5,6.4E-05,9.88,0.006,-6.08,-6.19,0
2009 JL2,Apollo Asteroid,57800,1.8543,0.4714,17.853,204.9143,52.9438,18.6454,0.9801,2.73,2.53,0.0002,6,26,2057,2113,10,3.6E-06,12.83,0.022,-5.99,-6.45,0
2014 HK197,Apollo Asteroid,56772,2.4087,0.6618,5.6574,254.4622,31.6176,346.0743,0.8146,4,3.74,0.0261,2,26.7,2057,2115,16,3.3E-09,18.05,0.015,-9.28,-10.2,0
2009 CZ1,Apollo Asteroid,54866,2.2652,0.6622,2.206,66.2313,150.3664,344.2027,0.7651,3.77,3.41,0.0012,6,24.4,2058,2102,3,1.1E-06,17.81,0.044,-5.48,-5.63,0
2007 UD6,Apollo Asteroid,57800,1.232,0.2426,1.6946,131.2224,205.9341,325.5845,0.9331,1.53,1.37,0.0008,9,28.3,2058,2106,63,9E-05,5.99,0.007,-5.9,-6.79,0
2015 HE183,Apollo Asteroid,57138,2.1989,0.6199,3.1152,299.8198,213.4698,13.5118,0.8357,3.56,3.26,0.0041,2,28.3,2058,2110,34,4.5E-06,13.75,0.008,-6.94,-7.42,0
2009 FJ,Apollo Asteroid,57800,2.2065,0.566,0.8861,150.5688,353.7096,157.58,0.9576,3.46,3.28,0.001,19,24.9,2058,2111,5,1.4E-06,8.94,0.036,-5.86,-5.93,0
2014 SR261,Apollo Asteroid,57800,1.8795,0.5851,0.3884,105.212,182.87,354.2496,0.7797,2.98,2.58,0.0009,8,26.8,2058,2111,7,5.4E-06,15.27,0.015,-6.01,-6.08,0
2011 SM173,Apollo Asteroid,57800,2.5018,0.6481,0.5194,238.4852,174.6535,121.1926,0.8803,4.12,3.96,0.002,5,27.8,2058,2112,10,5.3E-05,14.25,0.009,-5.5,-5.53,0
2012 XB112,Apollo Asteroid,57800,1.0289,0.1447,1.3218,88.8481,76.8681,297.6394,0.88,1.18,1.04,0.0007,18,29.8,2058,2114,18,0.00013,4.15,0.004,-6.35,-6.37,0
2009 BR5,Apollo Asteroid,54856,2.0206,0.6579,3.8293,277.2942,300.8495,340.232,0.6912,3.35,2.87,0.0044,12,22.1,2059,2078,3,2.7E-07,18,0.13,-5.08,-5.15,0
2006 XZ2,Apollo Asteroid,57800,1.6952,0.4649,0.3039,12.7031,120.3947,201.4952,0.907,2.48,2.21,0.0024,10,27.1,2059,2102,4,3.1E-07,9.06,0.013,-7.68,-7.81,0
2015 SK7,Apollo Asteroid,57800,2.3721,0.6197,2.3783,317.0773,359.5825,146.6308,0.9021,3.84,3.65,0.0003,8,28.8,2059,2107,5,7.3E-07,12.18,0.006,-8.08,-8.41,0
2007 FP3,Apollo Asteroid,57800,1.4134,0.4032,0.2362,119.705,352.3627,353.9903,0.8435,1.98,1.68,0.0001,5,28.4,2059,2111,11,2.2E-06,9.65,0.007,-7.54,-7.86,0
2013 NE24,Apollo Asteroid,56488,2.7887,0.6612,0.407,289.3597,320.5566,7.2774,0.9447,4.63,4.66,0.0043,4,27.4,2059,2112,13,5.4E-06,10.83,0.011,-6.61,-6.93,0
2008 FF5,Apollo Asteroid,54556,2.2867,0.9654,2.6286,19.8993,15.2967,12.0427,0.0791,4.49,3.46,0.0073,14,23.1,2060,2060,1,5.2E-07,39.47,0.081,-4.68,-4.68,0
2013 NH6,Apollo Asteroid,57800,1.2445,0.5874,24.1547,69.9197,98.3965,263.4369,0.5135,1.98,1.39,0.0025,12,23.4,2060,2060,1,2.6E-08,21.71,0.073,-6.46,-6.46,0
2012 SG58,Apollo Asteroid,56199,2.8399,0.7088,6.4456,52.9211,14.756,351.4172,0.8271,4.85,4.79,0.0025,5,23.1,2060,2060,1,2E-08,15.89,0.083,-6.59,-6.59,0
2014 DK10,Apollo Asteroid,57800,1.8208,0.5074,11.5297,315.7429,152.7469,90.6948,0.8969,2.74,2.46,0.0016,10,27.8,2060,2060,1,3.6E-08,11.83,0.01,-8.71,-8.71,0
2009 YR,Aten Asteroid,57800,0.9424,0.1105,0.7003,127.8582,87.1531,181.2067,0.8383,1.05,0.91,0.0019,8,28,2060,2087,6,8.7E-06,3.12,0.009,-6.74,-7.14,0
2006 SR131,Apollo Asteroid,57800,1.3516,0.3367,0.6313,121.0511,184.8415,249.8114,0.8966,1.81,1.57,0.0009,11,28,2060,2113,38,3.4E-05,8.46,0.009,-6.18,-6.98,0
2010 NN,Apollo Asteroid,55384,1.7832,0.4485,2.2596,331.2584,282.6709,10.9208,0.9834,2.58,2.38,0.0015,5,28.3,2060,2115,29,3.2E-05,7.74,0.007,-6.3,-6.67,0
2006 BO7,Apollo Asteroid,57800,1.4359,0.4035,0.3417,247.9922,294.7959,129.5401,0.8565,2.02,1.72,0.0011,5,29.3,2060,2115,3,1.1E-06,9.83,0.005,-8.07,-8.26,0
2014 GN1,Apollo Asteroid,57800,2.6496,0.7492,2.9614,80.2961,193.0976,229.2633,0.6644,4.63,4.31,0.0025,7,24.6,2061,2061,1,2.1E-05,21.23,0.041,-4.17,-4.17,0
2013 UJ5,Apollo Asteroid,56594,2.3124,0.5938,0.3269,162.1061,191.3289,9.4659,0.9393,3.69,3.52,0.0014,4,28,2061,2061,1,1.1E-07,10.81,0.009,-8.37,-8.37,0
2015 TL21,Apollo Asteroid,57800,2.6008,0.6765,0.5688,98.0114,220.1649,125.8272,0.8415,4.36,4.19,0.0049,13,26.4,2061,2094,3,2.5E-06,15.32,0.017,-6.21,-6.36,0
2008 CJ,Amor Asteroid,57800,1.7481,0.3395,13.3225,44.5227,335.2469,51.441,1.1546,2.34,2.31,0.1973,73,27.3,2061,2106,2,9.5E-07,8.06,0.012,-7.5,-7.5,0
1993 HP1,Apollo Asteroid,49104,2.0007,0.5139,8.0237,151.7049,37.067,7.9329,0.9726,3.03,2.83,0.0048,11,26.9,2061,2112,9,1.6E-06,9.85,0.014,-6.87,-7.08,0
2013 GW38,Apollo Asteroid,57800,2.0031,0.5456,2.2996,137.3011,18.1743,141.3244,0.9103,3.1,2.84,0.0005,4,28.5,2061,2113,13,6.4E-06,10.26,0.007,-7.05,-7.66,0
2009 BE,Apollo Asteroid,57800,1.5593,0.3534,23.4336,138.2213,93.1122,302.172,1.0082,2.11,1.95,0.0581,28,26.1,2061,2114,26,0.00065,11.46,0.02,-3.86,-4.15,0
2006 UQ216,Apollo Asteroid,57800,1.1036,0.1625,0.4734,247.5232,217.7788,265.8676,0.9243,1.28,1.16,0.0013,6,27.3,2061,2115,7,3.3E-06,3.73,0.012,-7.02,-7.22,0
2007 VE8,Amor Asteroid,54411,2.5073,0.5859,7.2157,351.7039,44.0202,1.958,1.0382,3.98,3.97,0.0477,11,25.4,2062,2062,1,2.2E-05,9.05,0.028,-4.92,-4.92,0
2012 HB25,Apollo Asteroid,57800,2.4198,0.5953,1.5065,334.6077,287.5716,90.1236,0.9792,3.86,3.76,0,9,24.9,2062,2062,1,6.7E-09,8.95,0.035,-8.2,-8.2,0
2010 CR5,Apollo Asteroid,55240,3.0117,0.8182,5.6176,49.4227,323.3466,23.8717,0.5477,5.48,5.23,0.0637,11,19.8,2062,2075,3,7.6E-08,23.6,0.372,-4.25,-4.28,0
2008 EX5,Apollo Asteroid,57800,1.3609,0.3915,3.3869,66.0898,16.2596,272.4362,0.8281,1.89,1.59,0.0007,15,23.8,2062,2083,11,2.7E-05,9.92,0.059,-4.13,-4.43,0
2007 EE126,Apollo Asteroid,54175,3.2995,0.8928,8.384,249.2046,169.8281,7.5127,0.3538,6.25,5.99,0.0015,5,25.6,2062,2092,4,5.7E-08,30.8,0.025,-7.13,-7.44,0
2011 CA7,Apollo Asteroid,57800,1.0807,0.2883,0.1177,278.944,310.6168,71.7887,0.7691,1.39,1.12,0.0003,6,30.3,2062,2092,7,9E-07,8.91,0.003,-8.67,-8.88,0
2010 TW149,Apollo Asteroid,55484,1.8922,0.616,4.57,103.3863,195.8551,20.4825,0.7266,3.06,2.6,0.0042,5,25.9,2062,2113,42,8.6E-06,17.04,0.023,-5.53,-5.97,0
2016 CG18,Aten Asteroid,57800,0.9831,0.0923,5.704,276.6854,316.9046,293.5039,0.8924,1.07,0.97,0.0005,8,28.5,2062,2116,53,0.00014,4.25,0.007,-5.87,-6.13,0
2014 SR223,Apollo Asteroid,57800,2.5651,0.6584,1.7094,122.9407,186.5781,219.0867,0.8763,4.25,4.11,0.0052,13,26.8,2063,2063,1,2.2E-06,15.23,0.015,-6.39,-6.39,0
2008 EA9,Apollo Asteroid,57800,1.0592,0.0798,0.4248,335.8491,129.4902,129.0359,0.9746,1.14,1.09,0.0011,18,27.7,2063,2084,9,2.6E-05,1.24,0.01,-6.24,-6.8,0
2012 BG96,Amor Asteroid,55955,1.8137,0.2867,14.9442,34.4484,344.7658,68.3513,1.2938,2.33,2.44,0.3152,2,18.9,2063,2098,9,2.4E-09,8.68,0.57,-5.9,-6.69,0
2016 JA,Apollo Asteroid,57800,1.0127,0.2684,0.0587,112.8318,358.086,0.8237,0.7409,1.28,1.02,0.0002,13,27.5,2064,2103,10,4.5E-07,7.6,0.011,-7.8,-8.37,0
2002 GM5,Apollo Asteroid (Hazard),52377,2.1417,0.6985,7.3383,274.0357,13.9978,343.3915,0.6458,3.64,3.13,0.0082,9,21.4,2064,2113,2,1.3E-07,20.38,0.179,-4.91,-4.92,0
2012 XK134,Apollo Asteroid,57800,1.1933,0.2153,0.6243,265.4312,116.7035,112.7578,0.9364,1.45,1.3,0.0057,8,26.4,2065,2065,1,1.1E-07,4.95,0.018,-7.84,-7.84,0
2010 XU,Apollo Asteroid,57800,1.3295,0.2934,0.7022,49.2247,324.4913,48.6143,0.9395,1.72,1.53,0.0006,12,25.4,2065,2065,1,1.5E-10,6.22,0.029,-10.17,-10.2,0
2007 RC20,Aten Asteroid,54358,0.9543,0.1981,2.8837,309.4244,165.115,257.8026,0.7653,1.14,0.93,0.0114,5,26.7,2065,2106,2,3.7E-09,5.12,0.016,-9.66,-9.7,0
2011 DS,Apollo Asteroid,57800,1.035,0.2293,0.2776,71.309,346.4501,314.4767,0.7977,1.27,1.05,0.0014,15,27,2065,2108,13,1.4E-05,6.54,0.013,-6.11,-6.36,0
2015 RN35,Apollo Asteroid,57800,1.4592,0.3419,0.2598,207.2743,209.4623,262.2428,0.9603,1.96,1.76,0.0002,23,23,2065,2111,9,1.2E-05,5.72,0.085,-4.24,-4.43,0
2008 WO2,Apollo Asteroid,57800,1.0252,0.1882,2.0099,85.7525,238.1259,50.3043,0.8322,1.22,1.04,0.0027,8,29.8,2065,2111,10,5.3E-05,6.11,0.004,-6.93,-7.28,0
2007 UT3,Aten Asteroid,57800,0.7732,0.3988,0.6055,26.3047,155.4064,133.4485,0.4648,1.08,0.68,0.0001,8,25.7,2065,2115,5,2.8E-07,9.05,0.024,-7.08,-7.4,0
2009 ST171,Apollo Asteroid,57800,2.5772,0.6085,3.7439,206.0009,186.547,276.3175,1.0089,4.15,4.14,0.026,5,26.8,2066,2066,1,1.1E-06,9.83,0.015,-6.92,-6.92,0
2012 XL55,Apollo Asteroid,56270,1.7272,0.6472,2.3923,90.1362,77.1696,338.2744,0.6093,2.85,2.27,0.0009,3,27,2066,2066,1,4.9E-08,19.09,0.013,-8.08,-8.08,0
2014 KC45,Apollo Asteroid,57800,1.5179,0.3947,0.0396,187.2943,107.5333,143.6551,0.9187,2.12,1.87,0.0004,4,29.4,2066,2102,4,1.5E-06,8.92,0.004,-8.25,-8.28,0
2010 TN55,Apollo Asteroid,55483,2.3051,0.7877,0.2582,242.3158,36.0237,13.4675,0.4893,4.12,3.5,0.0014,8,27,2066,2111,21,2.8E-06,25.37,0.014,-6.33,-6.88,0
2015 FU344,Apollo Asteroid,57099,1.7498,0.4901,0.8967,311.6539,176.46,15.8228,0.8922,2.61,2.31,0.0005,2,31,2066,2111,13,1.4E-05,9.92,0.002,-7.79,-7.94,0
2010 UY7,Aten Asteroid,57800,0.8969,0.1504,0.4575,210.4149,40.0127,283.9556,0.762,1.03,0.85,0.0011,9,28.5,2066,2115,45,0.00023,3.87,0.007,-5.75,-6.19,0
2012 PB20,Apollo Asteroid,57800,1.0542,0.0949,5.8389,49.9949,142.9162,181.4317,0.9542,1.15,1.08,0.0019,15,24.9,2066,2115,8,2.7E-06,4.03,0.035,-6.02,-6.36,0
2016 SR2,Apollo Asteroid,57800,1.0601,0.2052,4.0681,84.953,14.0347,56.5865,0.8425,1.28,1.09,0.0004,11,26.3,2066,2116,17,5.7E-05,5.95,0.019,-5.27,-5.48,0
2015 XP,Apollo Asteroid,57800,1.8841,0.4929,4.8757,24.7135,71.692,159.9518,0.9554,2.81,2.59,0.0001,5,25.8,2067,2067,1,1.2E-06,8.23,0.024,-6.43,-6.43,0
2011 QF48,Apollo Asteroid,57800,2.1279,0.6369,21.5025,113.0526,154.1202,287.9625,0.7727,3.48,3.1,0.0018,9,25.3,2067,2067,2,2E-07,19.93,0.03,-6.6,-6.87,0
2008 BN16,Apollo Asteroid,54496,2.2219,0.6886,5.5275,98.3969,308.0291,15.6382,0.6919,3.75,3.31,0.012,7,25.9,2067,2083,3,4E-08,18.98,0.023,-7.7,-7.87,0
2009 EJ1,Apollo Asteroid,54893,1.5944,0.473,0.0244,149.6918,311.3961,22.1229,0.8403,2.35,2.01,0.0002,5,28.2,2067,2086,3,1E-07,10.63,0.008,-8.64,-8.78,0
2007 CC27,Apollo Asteroid,54148,1.6886,0.4932,2.1206,124.9709,324.2523,19.7879,0.8559,2.52,2.19,0.0011,10,26.9,2067,2105,40,8E-05,10.88,0.014,-5.15,-5.65,0
2013 BR27,Apollo Asteroid,57800,1.5516,0.4594,2.5653,120.7166,296.9682,62.2999,0.8388,2.26,1.93,0.0011,6,27.7,2067,2106,42,3E-05,10.95,0.01,-6.02,-6.44,0
2009 WP6,Apollo Asteroid,55154,1.1312,0.7416,2.7777,227.9489,54.4648,41.18,0.2923,1.97,1.2,0.001,6,26.8,2067,2114,63,3.8E-05,25.34,0.015,-5.01,-5.3,0
2009 TH8,Apollo Asteroid,57800,2.0457,0.5935,4.9288,49.7607,31.0613,168.4013,0.8315,3.26,2.93,0.0091,8,24.9,2068,2100,4,1.2E-05,13.03,0.036,-5.04,-5.13,0
2006 HF6,Apollo Asteroid,57800,1.4079,0.55,6.5885,86.5617,29.4331,207.596,0.6336,2.18,1.67,0.0023,12,24.5,2068,2110,22,8.9E-06,16.4,0.043,-4.73,-5.27,0
2008 TS10,Apollo Asteroid,54754,1.259,0.2029,1.4689,345.4314,5.6102,20.6627,1.0036,1.51,1.41,0.0033,6,28.8,2068,2114,19,2.8E-05,3.18,0.006,-6.77,-7.61,0
2012 DJ54,Apollo Asteroid,57800,1.1762,0.2299,1.9906,120.0518,336.8797,3.1044,0.9058,1.45,1.28,0.0019,7,28.5,2068,2115,32,0.0002,5.43,0.007,-5.71,-6,0
2016 FE15,Apollo Asteroid,57800,1.4399,0.4661,0.4559,96.7902,17.4622,213.7918,0.7687,2.11,1.73,0.0013,4,28.8,2068,2116,3,6.2E-07,12.21,0.006,-8.11,-8.24,0
